MUV-466,MUV-548,MUV-600,MUV-644,MUV-652,MUV-689,MUV-692,MUV-712,MUV-713,MUV-733,MUV-737,MUV-810,MUV-832,MUV-846,MUV-852,MUV-858,MUV-859,mol_id,smiles

,,,,,0,,,,0,0,,,,0,,,CID663419,CCOc1nc(C)ccc1-c1noc(C)n1

,,,,,,,,,,,,,,0,,,CID5735409,COc1ccc(OC)c(NC2=N/C(=C3\C=CC=CC3=O)Nc3ccccc32)c1

,,,,,,,,,,,,,,0,,,CID877438,COc1ccc(-c2noc(-c3ccc(C)cc3)n2)cc1

,,,,,,,,,,,,,,0,,,CID5001117,Clc1ccccc1NC1=NN=C(c2cccs2)CS1

,,,,0,,,0,,0,,,0,,,,0,CID970243,Cc1ccc(C)c(C(=O)CCC(=O)Nc2cccnc2)c1

,,,,,0,,,,,,,,,,,,CID1400,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1

,,,,,0,,,,,,,,0,,,,CID1300201,Cc1ccc(-c2csc3ncnc(SCC(=O)c4ccc5c(c4)OCCO5)c23)cc1

,,,,,,,,,,0,,0,0,0,0,0,CID2849681,CCCCNC(=O)CSc1nccn1Cc1ccccc1

,,,,,,,,,,,0,,,,,,CID2608606,Cc1cccc(C)c1NC(=O)CN1CCNCC1

,,,,,,,,,,,,,,,0,,CID1310480,COc1ccc(C(=O)N2CCCC2)cc1S(=O)(=O)N1CCOCC1

,,,,,,,,0,,,0,,,,,,CID1310485,O=C(c1ccccc1)c1cccc(NC(=O)c2ccc(Br)o2)c1

,,,,,,,,,,,,0,,,,,CID5309900,COc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)Nc2cccc(Cl)c2)cc1

,,,,,0,,,,,,,,,,,,CID5309901,CCOC(=O)N1CCC(N2Cc3cccc(C(=O)NCc4ccccn4)c3C2=O)CC1

,,,,,,,,,0,,,,,,,,CID5309903,CC(=O)c1cccc(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c1

,,,,,,0,,,,,,0,,,,,CID5309904,COc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)Nc2nccs2)cc1

,,,,,,,,,,,0,,,,,,CID2896073,O=C(Nc1ccc(F)cc1)N1CCN2C(=O)c3ccccc3C12c1ccccc1

,,0,,,,,,,,,,,,,,,CID5309906,O=C(CCc1nc2ccccc2[nH]1)Nc1ccc2c(c1)OCCO2

,0,0,,,,,,,,,,,,,,,CID5309907,COc1ccccc1S(=O)Cc1ccc(C(=O)NCCc2ccc(Cl)cc2)o1

0,,,,,,,,0,,0,,,,0,0,,CID2883391,CC(C)=CC1C(C(=O)Nc2ccc(Br)cn2)C1(C)C

,0,0,,,,,,,,0,,,,,,,CID3768472,CCCCSCc1[nH]c(=O)[nH]c1C(=O)CCCCC(=O)OCC

,,,,,,0,,,,,0,,,,,0,CID972100,COc1ccc(C)cc1NC(=O)NCCC1=CCCCC1

,,,,,,,,,,,,,0,,,,CID847891,COc1ccc(NC(=O)c2cc(SC)ccc2Cl)cc1

,,,,,,,,,,,,0,,0,0,,CID5307119,Cc1ccccc1-c1nc(CS(=O)(=O)CC(=O)NCCCN2CCCC2)c(C)o1

,,,,,,,,,,,,,0,,,,CID2190037,COCCNS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1

,,,,,0,,,,,,,,,,,,CID2855627,COc1cccc(OCCNc2cc(Cl)ccc2[N+](=O)[O-])c1

,,,,0,,,0,0,,,0,,0,0,0,,CID877434,Cc1oc(C(=O)O)cc1CSCc1ccoc1C(=O)O

,,,,,0,,,0,,,,,,,,,CID3700536,CCCCCCCNC(=O)COc1ccc2c(c1)C(=O)CC(C)(C)O2

,,,,,,,,,,,,,0,,,,CID2441114,CC1(C)Cc2cccc(Oc3ccc(S(=O)(=O)N4CCCC4)cn3)c2O1

,,,,,0,,,,,,,,,,,,CID698943,COc1ccc(-c2csc(Nc3ccccc3)n2)cc1

,,,,,,,,,,,,,0,,,,CID698942,CCc1ccc(OCC(=O)Nc2ncn[nH]2)cc1

,,,,,,,,,0,,,0,,,,,CID1307706,COc1ccc(C2(C(=O)Nc3ccc(C(=O)O)cc3)CCOCC2)cc1

,,,,,,,,,0,,,,,,,,CID591823,CC1(C(=O)O)COC(c2ccc([N+](=O)[O-])cc2)OC1

,,,,,,,,,,,,,,0,,,CID1451529,COc1cccc(C(=O)Nc2nnc(-c3cccs3)s2)c1

,,,,,0,,,,,,,,,,,,CID899976,Cc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)cc32)cc1

,,,0,,,0,0,,,0,,,,0,,,CID970962,COc1ccc(NC(=O)N2CCCC2)cc1OC

0,,,0,,,0,,,,,,,,,0,,CID970960,COc1c(Cl)ccc(Cl)c1C(=O)NC(=O)N1CCOCC1

,,,,,,,,,,,,,0,,,,CID970961,CCOC(=O)c1ccc(NC(=S)Nc2cc(C)cc(C)n2)cc1

,,,,,0,,,,,,,,,,,,CID3450311,O=Nc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O

,,,0,,0,,,,,,,,,,,0,CID2999103,O=C(Nc1nc2ccccc2[nH]1)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1

,,,,,,,,,,,,,0,,,,CID970968,Cc1cc(=O)nc(SCC(=O)Nc2ccnc3ccccc23)[nH]1

,,,,,0,,,,,,,,,,,,CID2229765,COc1ccc(-c2noc(CSc3nc(=O)cc(-c4ccccc4)[nH]3)n2)cc1

,,,,,,0,,,,,,,,,,,CID2999468,COc1cc(C2C3=C(CC(C)(C)CC3=O)N(C)C(=O)N2C)cc(OC)c1OC

,,,,,,,,,,,,,,0,,,CID2353710,Cc1c(C(=O)Nc2ccc(Cl)cc2)c2ccccn2c1CCc1ccncc1

,,,,,,,,,,,0,,,,,,CID1911927,Nc1c(C(=O)NCc2ccccc2)c2nc3ccccc3nc2n1-c1ccc2c(c1)OCO2

,,,,,,,,,,,,,,0,,,CID2270699,C=CCN1C(=O)/C(=C\c2ccco2)C(C(=O)OC)=C1C

,,0,,0,,0,0,0,,,0,,,,,,CID1890699,CCOC(=O)NCc1cc(-c2nn(C)c(=O)c3ccccc23)ccc1C

,,,,,,,,0,0,,,,,,,,CID2448238,COc1ccc(NC(=O)COC(=O)c2ccc(OCc3c(C)noc3C)cc2)cc1OC

,,,,,,,,,,,0,0,,0,,,CID980133,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cn(-c2ccccc2)nc1-c1ccco1

,,,,,,,,0,,,,,,,,,CID841870,CCc1cc(C(=O)Nc2ccc(C)cc2Br)cs1

,,,,,,,0,,,0,,,,,,,CID1943682,CC(=O)N(CCCc1ccc(C(C)(C)C)cc1)CCCN(C)C

,,,,,,,,,,,,,0,,,,CID841874,CC(C)(C)c1cc(NC(=O)c2ccc(OC3CCCC3)cc2)no1

,,,,,,,,,,,,,0,,,,CID5346086,COc1cc(/C=C/C(=O)c2ccc(F)cc2)cc(OC)c1OC

0,0,,,0,0,,0,,,0,,,0,,,,CID2372872,c1cnc2c(SCc3ccc(-c4nnco4)cc3)cccc2c1

,,,,,,,,,,,,,0,,,,CID678849,CC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O

,,,,,,,0,,,,,,,,,,CID5739958,C/C(=C\C(=O)c1ccc(C)o1)Nc1ccc2c(c1)OCO2

,0,0,,0,0,,,,,,,0,,0,,,CID1311354,O=C(OCCN(C1=NS(=O)(=O)c2ccccc21)c1ccc(Cl)cc1)c1ccco1

,,,,0,,,,,0,,0,0,,,,,CID2848158,CCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1ccc(N(C)C)cc1

0,,0,0,0,,0,0,,,0,,,,,0,,CID2999460,O=C1COc2ccc(-c3csc(NCC4CCCO4)n3)cc2N1

,,,,,,,,,,,,,0,0,,,CID679717,CC(=O)Oc1ccc2c(=O)c(-c3nc4ccccc4s3)coc2c1

,,,,,,,,,,,,,0,,,,CID2373294,CN(c1ccc(OCC(=O)N2CCN(c3ccc(F)cc3)CC2)cc1)S(=O)(=O)c1cccs1

0,0,0,,,0,,,,0,,,0,,,0,,CID720263,O=C1C(Cl)=C(N2CCCCCC2)C(=O)N1c1ccccc1

,,,,,,,,,,,,0,,,,,CID2894368,O=C(O)C1CCCCC1C(=O)OCCCCOC(=O)C1CCCCC1C(=O)O

0,,,0,0,,,,,,0,,,,,,,CID2530829,Cc1nc(CC(=O)N2CCN(S(=O)(=O)c3ccccc3C#N)CC2)cs1

,,,,,,,,,,,,,,0,,,CID671528,Nn1c(COc2ccc(Cl)cc2)nc2ccccc2c1=O

,,,,,,,,,0,,,,,,,,CID1080944,Cc1nnc(SCC(=O)NCc2ccco2)n1-c1ccc(F)cc1

,,,,,,,,,,,0,,0,0,,,CID1224602,O=C(Nc1cccc2ccccc12)c1ccc(Cn2cc(Cl)cn2)cc1

0,,0,,0,,0,,0,0,,,,0,,,,CID1076035,COc1ccc(CCn2c(-c3ccco3)nc3ccccc3c2=O)cc1OC

0,,0,,,,,,0,,,0,,,,,,CID1076034,COc1ccc(CCNC(=O)c2ccccc2NC(=O)c2ccco2)cc1OC

,,,,,,,,,,,,,0,,,,CID2940172,Cc1ccc(SCC(=O)N(C)C2CCS(=O)(=O)C2)cc1

,,,,,0,,,,,,0,,,,,,CID2483887,Cc1cc(Nc2cnc3ccccc3n2)n(-c2ccccc2)n1

,,,,,,,,0,,,,,,,,0,CID612449,OCC1(c2cc(C(F)(F)F)n[nH]2)CCCCC1

,,,,,,,,,,,,,0,,,,CID843656,CCc1cc(-c2n[nH]c(=S)n2-c2cccc(C)c2)cs1

,0,0,0,,,,0,,,,0,,,,,,CID887455,c1ccc(C(Cc2nc(-c3cccnc3)no2)c2ccccc2)cc1

,,0,0,,0,,,,,,,,,0,,,CID887452,O=C(Oc1ccccc1)N1CCN(c2ccc(F)cc2)CC1

,,,,,,,,,0,,,,,,,,CID2276062,O=S(=O)(NCCSc1ccccc1)c1ccc(F)cc1

,,,,,,,,,,,,,,0,,,CID2876934,CCOc1ccc(NC(=O)COc2ccccc2)c([N+](=O)[O-])c1

,,,,,,,,,,,,,,0,,,CID1181201,Cc1cc(C)cc(Oc2coc3cc(OC(=O)c4cccnc4)ccc3c2=O)c1

0,,,,,,0,,,,,,,,,,,CID2950867,O=C1CC(N2CCN(c3ccc(F)cc3)CC2)C(=O)N1Cc1ccc(N2CCCC2=O)cc1

,,,,,0,,,,,,,,,,,,CID1180559,O=S(=O)(c1ccccc1)c1nc(-c2ccccc2)oc1N1CCCCC1

0,,0,,0,0,,,,0,0,,0,,,,,CID2532461,COc1ccc(-n2cnnc2SCc2cnc(-c3ccccc3)s2)cc1

,0,,,,,,,,,,,0,,,0,0,CID3237917,CCN1CCCC1CNC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CCC(C)CC3)c2c1=O

,,,,,,,,,0,,,,,,,,CID734393,CC(=O)c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1

,,,,,,,,,,,,,,0,,,CID2300592,O=C(CCC(=O)OCC(=O)c1ccc([N+](=O)[O-])cc1)NC1CCCCC1

,,,,,0,,,,,,,,,,,,CID2300597,Cc1ccc(S(=O)(=O)N(CC(=O)NCCC2=CCCCC2)Cc2ccccc2)cc1

,0,,,,,,0,,0,,0,,,,,,CID663462,CCC1(NC(C)=O)CC2CC1CC2NC(C)=O

0,,0,0,,,0,0,0,,0,,,,0,,,CID650118,COc1ccc(OC)c(Nc2cc(-c3ccccc3)nc(N)n2)c1

,,,,,,,,,0,,,,,0,,0,CID646026,CCCC(c1nnnn1Cc1ccc(OC)cc1)N1CCN(c2ccccc2OC)CC1

,0,,,,,,,,,,,,,,0,0,CID650114,COc1ccc(N2C(=O)C(Cl)=C(N(CCO)Cc3ccccc3)C2=O)cc1

,,,0,,,,,,0,,,,,,,,CID650115,CCOc1ccc2nc(NCCNC(=O)CC)c(C#N)cc2c1

,,,,,,0,0,,,,0,0,,,,,CID650116,COc1cccc(C(=O)Nc2ccc(NC(=O)c3ccco3)nc2)c1

,,,,0,,0,,,0,,,,,,0,,CID1251916,CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2ccc(NS(C)(=O)=O)cc2)cc1

0,0,,,0,,,,,,,,0,,0,,,CID650110,Cc1cccc(NC(=O)CSc2nnc(-c3ccco3)o2)c1C

,,,,0,,,0,0,,,,,,,,,CID663460,COc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2c2cc(C)ccn2)cc1OC

,,,,,,,,,,,,,,,0,,CID650112,Cc1ccc(S(=O)(=O)Cn2nnnc2CN2CCN(C(=O)c3ccco3)CC2)cc1

,,,,,,,,,,0,,,,,,,CID4438624,O=S(=O)(c1ccc(N2CCOCC2)nc1)N1CCOCC1

,,,0,,,,,,,,,0,,0,,,CID5770870,COc1ccc2[nH]c3nc(SC(C)C)nnc3c2c1

,,,,,,,,,,,,,,0,,,CID731321,CSC1=NCCN1S(=O)(=O)c1ccc(Cl)cc1

,,,0,,,,,0,,,0,0,,,,,CID663461,Cn1c(=O)n(CC(N)=O)c2ccccc21

,,,,,0,,,,,,,,,,,,CID2164402,CCN1C(=O)/C(=C\c2cc(OC)ccc2OC)SC1=S

,,,,,,,,,,,,,0,,,,CID2350211,COc1ccc(CCNC(=O)CSc2ccc(Br)cc2)cc1OC

,0,,0,0,0,,,0,,,,,,,,,CID2383483,O=C(COc1ncnc2ccccc12)NCCC1=CCCCC1

,,,,,,,,,,,,,,0,,,CID2336996,CC(C)c1ccccc1NC(=O)COC(=O)Cc1ccsc1

,,,,0,,,,,,,,0,,0,0,,CID646022,Cc1cc(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)n2ncnc2n1

,0,,,,,,0,,,,0,,,,,,CID659470,CCN1CCN(c2ncnc3c2[nH]c2ccc(F)cc23)CC1

,0,,,,,,,,,,,,,,,,CID659471,COc1ccc(Nc2nc3c(c(=O)n(C)c(=O)n3C)n2CCO)cc1

,0,,0,,,,0,,,0,,,,,,0,CID659472,CCOc1nnnc2c1sc1nc(N3CCOCC3)c3c(c12)CC(C)(C)OC3

,,,,0,,,,0,,,,,,,,,CID659474,O=S(c1ccsc1)c1ccsc1

,,,,0,,,,0,,0,,0,,,,,CID663464,CCCN(Cc1cc2ccc(C)cc2[nH]c1=O)C(=O)c1cccnc1

,,,,,,,,,,,,,,,0,0,CID659476,O=C1C=C(O)CC(c2ccc(Cl)c(Cl)c2)C1

0,,,,,,,,,0,,,0,,,,,CID659477,Cn1c(=O)c2c(nc(N3CCN(Cc4ccccc4)CC3)n2CCCc2ccccc2)n(C)c1=O

,0,,,,,,,0,,,,,,,,,CID659478,C=CCn1cnc2c(c1=O)c1nc3ccccc3nc1n2Cc1ccccc1

,0,,,,,,,0,,,,,0,,0,,CID659479,C=CCn1c(N)c(C(=O)Nc2ccccc2)c2nc3ccccc3nc21

,,,,0,,,,0,,,,,0,,,,CID646020,COc1ccc2[nH]c(=O)c(CN(CCO)S(=O)(=O)c3ccc4c(c3)OCCO4)cc2c1

,,,,,,,,,,,,,0,,,,CID871264,Cc1cc(C)cc(NCc2cc3c(cc2[N+](=O)[O-])OCO3)c1

,,,,,,,,,,,0,,,0,,,CID934944,CC(C)NS(=O)(=O)c1ccc(NC(=O)C2CCCCC2)cc1

,,,,,,,,,,,,,,0,,,CID934945,COn1c(SCc2ccccc2)nc2ccccc2c1=O

,,,,,,,,0,,,,,,,,,CID934943,COc1cc(OC)nc(NC(C)=O)n1

,,,,,,,,,,0,,,,,,,CID1642421,COCCCN1C(=O)c2ccc(C(=O)O)cc2C1=O

,,0,0,0,0,,0,,,,,0,,,,,CID764996,NC(=O)C1(S(=O)(=O)c2ccccc2)CCCCC1

,,,,,,,,,,,,,0,,,,CID11838394,CCc1ccc(C(C)NC(=O)/C(C#N)=C\c2cn[nH]c2-c2ccccc2)cc1

0,0,,,0,0,,,,,,0,,,,0,,CID4655947,CC1CC(C)CN(C(=O)CSc2nnc(-c3ccc(Cl)cc3)o2)C1

,,,,,,,,,,,,,,0,,,CID4283307,COc1ccccc1NC(=S)N(Cc1cccnc1)Cc1ccccc1Cl

,,,,,,,,,,,,,,0,,,CID2563667,CCCCN(C(=O)/C=C/c1ccco1)c1c(N)n(CCC)c(=O)[nH]c1=O

,,,,,,,,,,,,,,0,,,CID2937751,CC1CCc2c(sc3ncn(Cc4ccc(C(=O)O)cc4)c(=O)c23)C1

,,,,,,,,,,,,,,,0,0,CID1615590,COc1ccc(OCc2nc(N)nc(Nc3cccc(C)c3C)n2)cc1

,,,,,,,,,,,,,,,,0,CID5389126,CC1CC2(NC(=O)NC2=O)C(C)CN1C

0,,,0,,,,,,,,,,,,,0,CID644637,COc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1Cl

,,,,,,,,0,,,,,,,,,CID5389127,COC(C)(C)C12CC(O)(C(C)C)ON1C1CCCCC1N2O

,,,,,0,,,,,,,,,,,,CID1484727,COc1cccc(Sc2cc(N3CCOCC3)nc(-c3ccccc3)n2)c1

,0,,,,,0,,,,,0,,,,,,CID1268818,c1ccc(-c2nn3nnnc3c3ccccc23)cc1

,,,,,,,,,,,,,0,,,,CID2965325,COc1ccc(NC(=O)CC(c2ccccc2)c2ccco2)cc1

,0,,0,,,0,,,,,,,,,,,CID874720,COC(=O)c1sc2ccccc2c1N

0,,,0,,,,,,0,,0,,,,0,,CID2301640,Cc1ccc(CNC(=O)Nc2ccccc2)cc1

,,,,,,,,,,,,,,0,,,CID1825674,CCCOc1ccc(OCCOCCN2CCc3ccccc3C2)cc1

,,,,,,,,,,,,,,,,0,CID593654,CCOC(=O)C1CCN(S(=O)(=O)c2nc3nc(C)cc(C)n3n2)CC1

,,,,,,,,,,,0,,,0,,,CID1484728,Clc1ccc(Sc2cc(N3CCOCC3)nc(-c3ccccc3)n2)cc1

,,,,,,,,0,,,,,0,,,,CID558856,CSc1nc2ccc(S(=O)(=O)N3CCCCC3)cc2s1

,,,,,,,,,,0,,,,,,,CID761190,O=C(N/N=C/c1ccco1)c1cc(-c2cccc3ccccc23)n[nH]1

,,0,,0,,,,,0,,,,,,,,CID761196,Oc1ccccc1OCc1nc2ccccc2s1

0,0,,,0,,,,,0,,,0,0,,,,CID651249,O=C(CSc1nnc2scc(-c3ccccc3)n12)N1CCCc2ccccc21

0,,,,0,,,,0,0,,0,0,,,,,CID651248,COc1ccc(C(=O)Nn2c(C3CCC3)nc3ccccc3c2=O)c(OC)c1

,0,0,,,,0,,,,,,,,,0,,CID935019,CN(Cc1nc2ccccc2n1C)S(=O)(=O)c1ccc(F)cc1

,,,,,,,0,,,,,,,,,,CID5310046,CNC(=O)c1ccsc1NC(=O)CN1C(=O)CCC1=O

,,,,,,0,0,,,,,0,,,,0,CID5310045,Cc1c(C(=O)Nc2ccncc2)sc2nc(-c3ccc(F)cc3)cn12

0,,,,,,0,,0,,,,,,,,,CID651244,Cc1ccc(OCC(=O)N2CCN(C(=O)CCC3CCCC3)CC2)cc1

,,,,,,,,,,,,0,,,,,CID651243,CCC(c1nnnn1C(C)(C)CC)N(CCCO)Cc1cc2cccc(C)c2[nH]c1=O

,,,,,,0,,,,,,0,,,0,,CID5310042,COC(=O)c1ccsc1NC(=O)c1ccc(Cl)s1

,,,,,,,,,0,,,,,0,,,CID5310041,CN1C(SCC(=O)N2CCN(c3ccccc3)CC2)=NN/C1=C1\C=Nc2ccccc21

0,,,,,,0,,0,,0,,0,0,0,0,,CID651240,COC(=O)c1ccc(-c2nc3ccc(C)cc3o2)cc1

0,0,,,0,,,,,0,0,0,,,,0,,CID3239278,O=C(CSc1ccc2nnc(-c3cccc(F)c3)n2n1)NCc1ccco1

,,,,,,0,0,0,0,0,,,,0,0,,CID1247244,CCc1cccc(C)c1NC(=O)c1cc(C)oc1C

,,,,,,,,,,0,,,,,,,CID3740013,O=C1c2ccccc2C(=O)c2c1ccc(C(=O)N1CCCCC1)c2NCCO

,,,,,,,,,,,,,0,,,,CID4314832,CO/N=C(/CNC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1

,,,,,,,,,,,,,0,0,,,CID2556334,CCOc1ccc(-c2nc3scc(-c4cccs4)c3c(=O)[nH]2)cc1

,,,,,,,,,,,0,,,,,,CID4314830,CO/N=C(\CNC(=O)c1cccc(Cl)c1)c1ccc(Cl)cc1

,,,,,,,,0,,,,,,,,,CID3239270,CCC(=O)N1CCc2cc(Br)cc(S(=O)(=O)C3(C(=O)OC)CC3)c21

0,,0,,0,0,,,,,0,,,,0,,,CID3239271,CCN(CCCNC(=O)c1ccc(N2CCCC2=O)cc1)c1cccc(C)c1

,,,,0,,,0,,,,,0,,,,0,CID3239272,O=C(NCc1ccc(F)cc1)c1ccc(CS(=O)(=O)Cc2ccc(F)cc2)o1

,,,,,0,,,,,,,,,,,,CID2230158,Cc1ccc(C(=O)Nc2cccc(-c3cnc4ccccc4n3)c2)cc1

0,0,,,,,,,,,,,,,,,,CID3239274,CCOC(=O)N1CCN(C(=O)CCc2c(C)nc3c(c(C)nn3-c3ccc(C)c(C)c3)c2C)CC1

0,,,,,,,,,,,,,,,,0,CID3239275,CCN1CCN(C(=O)c2nn(-c3ccc(C)cc3)c(=O)c3c2c2ccccc2n3C)CC1

,,,,,0,,,,,,,,,,,,CID4259934,CCN(CC)C(=O)CSCc1cnn(-c2ccccc2)c1-n1cccc1

,,,,0,,,0,,,0,,0,0,,,,CID2439735,NC(=O)c1c(NC(=O)c2cc3ccccc3o2)sc2c1CCC2

,,0,,0,,0,,0,,,,,,,0,,CID846778,COc1ccc(C)cc1N(CC(N)=O)S(=O)(=O)c1ccc(C)cc1

,,,,,0,,,,,,,,,,,,CID625611,COc1cccc2c1C(=O)c1ccc3ccccc3c1C2=O

0,,,0,,,0,,,,,,,,,,,CID2199929,c1ccc(Oc2cccc(OCCCn3cncn3)c2)cc1

,,,,,0,,,,,,0,,,,,,CID3218403,Cc1ccc(NC(=O)N2CCC(NC(=O)C(C)(C)C)CC2)cc1

,,,,,,,,0,,,0,,,,,,CID3218407,CCOc1ccc(C(=O)NC2CCN(C(=O)Nc3ccccc3OC)CC2)cc1

,,,,,0,,,,,,,,,,,,CID2238708,COc1ccc(CNc2nc(NCc3ccc(OC)c(OC)c3)n(C(=O)c3cccs3)n2)cc1OC

,,,,,,0,,0,0,0,,,,0,0,,CID3237367,CCN(CC)CCn1c(SCC(=O)NCc2ccco2)nc2c(sc3ccccc32)c1=O

,,,,,,,,,0,,,,,,,0,CID648125,CC(C)C(c1nnnn1CCc1ccccc1)N1CCN(C(=O)c2ccco2)CC1

,,,,,,,,,,,,,,0,,,CID3263719,O=C(N/N=C/c1ccccc1)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1

,,,,,0,,,,,,,,0,,,,CID4801251,COc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)cn1

,,0,,,,0,0,0,,,0,,,,,0,CID665258,COCC(=O)N(Cc1cc2cc(OC)ccc2[nH]c1=O)c1ccc(C)cc1

,,,,,,,,,,,,0,,,,,CID3237360,CC(NC(=O)OC(C)(C)C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(N)=O

,,,,,,,,,,,,,,,,0,CID2999749,CCOC(=O)C(C)Oc1cc(C)cc2oc(=O)c3c(c12)CCCC3

,,,0,,,0,,,0,,,,,,,0,CID3240484,COc1cc2nc(NCCN3CCOCC3)n3nc(-c4ccccc4)nc3c2cc1OC

,0,0,,0,0,,,,,,,,,,,,CID2999742,COc1ccc(C)cc1NC(=O)c1ccc(NC(=O)CC2SC(N3CCCC3)=NC2=O)cc1

0,,,,,,,,0,,,0,,,,,,CID2999743,CC(c1ccco1)N(C(=O)C12CC3CC(CC(C3)C1)C2)c1ccccn1

,0,,0,,,,,,0,,,0,,,,,CID2999740,CCCn1c(N)c(C(=O)CSc2nc3ccccc3n2CCC#N)c(=O)n(C)c1=O

0,,,,0,,,0,,,,,0,,,0,,CID2999741,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1C(=O)c1nccn1C

0,,0,0,0,,0,,,0,,,0,,,,,CID2999746,CC1CCCCC1NC(=O)CSc1nncs1

,,,0,0,,,,,,,,,,,,,CID2999744,Cc1ccc(NC(=O)COC(=O)c2ccc3c(c2)NC(=O)C2CCCN32)cc1C

,,,,,0,,,,,,,,,,,,CID3709850,O=c1nc2n(c(O)c1C(c1c(O)n3c(nc1=O)SCC3)c1cccc3ccccc13)CCS2

,,,,,,,,,,,,,,0,,,CID1481234,O=C(NNC(=O)c1ccccc1-n1cccc1)c1cccc(Cl)c1

,,,,,0,,,,,,0,,,,,,CID1481233,O=C(NNC(=O)c1ccccc1-n1cccc1)c1ccccc1

,,,,,,,,,0,,,,0,,,,CID1474087,O=C1c2ccccc2C(=O)N1OCc1ccc(Cl)cc1

,,,,,0,,,,,,,,,,,,CID2878862,COc1ccc(C2C=C(Nc3ccccc3)C(=O)N2c2ccccc2)c(OC)c1

,,,,,,,,,,,,0,,,,,CID649556,O=C1C(=C2C(=O)c3ccccc3C2=O)Nc2ccccc21

,,,,,,,,,,,,0,,,,0,CID649557,CCCS(=O)(=O)N1CCCC(c2nc(-c3cccc(OC)c3)no2)C1

,,,,,,,,,,,,,,0,,,CID4325481,Cc1ccc(C(=O)Oc2cc(N)n(S(=O)(=O)c3ccc(C)cc3)n2)cc1

,0,,,0,,,,,,,,,,,,,CID649553,Cc1cc(S(=O)(=O)N2CCN(c3ncccn3)CC2)ccc1-n1cnnn1

0,,0,0,,,,,,,0,,0,,,0,0,CID649550,Cc1ccc2[nH]c(=O)c(CN(Cc3cccs3)Cc3nnnn3CC3CCCO3)cc2c1

,,0,,,,,0,,,0,,0,,,,,CID649551,OCCN1C2CCC1CC(O)(c1ccc(F)cc1)C2

,,,,,,,,,,,,,,0,,0,CID1148827,COc1ccc(CCNS(=O)(=O)c2ccc3c(c2)OCCO3)cc1OC

0,,0,,,,0,,,,0,,0,,,,0,CID649558,O=C(NC1CCCCC1)c1nc2n(Cc3ccccc3Cl)[nH]nc-2c(=O)n1

,0,,,,,,,,,,,,,,,,CID649559,CCc1ccc2nc3c(c(C(=O)O)c2c1)CCC3

,,,,,,,,,,,,,0,0,,,CID2105246,Cc1cc(C)n(-c2ccc(C(=O)Nc3cccc([N+](=O)[O-])c3)cc2)n1

,,,0,0,,,,,,,,,,,,,CID2419715,c1ccc(-n2nnnc2-n2nnc3ccccc32)cc1

,,,,,,,,,,,,,1,,,,CID1121074,O=C(Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1)c1cccs1

,0,,0,,,0,,,,0,,,,0,,,CID1121076,Cc1ccc(OS(=O)Nc2cccc3nccnc23)cc1

,,,,,0,,,,,,,,,,,,CID6376283,O=[N+]([O-])c1ccc(N/C(=N/S(=O)(=O)c2ccc(Cl)cc2)c2ccccc2)cc1

,,,,,0,,,,,,,,,,,,CID5346077,COc1ccc(/C(N)=N/OC(=O)COc2ccccc2)cc1

,0,,0,,,,,0,,,0,,,,,,CID2574206,Cn1nc(C(=O)NC2CCCCCC2)ccc1=O

,,,,,,,,,,,,,0,,,,CID1484090,CCOC(=O)n1c(=O)n(Cc2ccccc2C)c2ccccc21

,,,,,,,,0,,,,,,,,,CID2574204,CCOc1ncccc1C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1

